trip_id,driver_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,distance_miles,duration,avg_speed,max_speed,hard_brakes,time_of_day,weather,claim
858,DRIVER-4,2025-09-12 11:00:18.712767,2025-09-12 12:06:18.712767,40.743420350259406,-73.96659437716073,40.57971753329305,-73.71560252173444,21.5,66,49.3,50.2,4,evening,rain,1
859,DRIVER-21,2025-09-11 06:08:57.077870,2025-09-11 07:21:57.077870,40.66803204834253,-73.76640290305879,40.56291166597985,-73.75971577807232,17.5,73,50.1,63.9,3,evening,rain,1
860,DRIVER-45,2025-09-12 14:57:14.408742,2025-09-12 16:01:14.408742,40.76273113579225,-74.19420535493803,40.97068995164439,-73.7893724648906,78.3,64,37.9,75.9,2,evening,rain,0
861,DRIVER-31,2025-09-08 23:45:59.429984,2025-09-09 00:56:59.429984,40.785836503825486,-73.76912336586722,40.73840166479155,-73.82819398826568,28.0,71,24.2,85.9,1,night,clear,0
862,DRIVER-24,2025-09-06 01:01:39.806850,2025-09-06 01:15:39.806850,40.96606154061442,-74.19843566573894,40.58687424729406,-73.81842833080994,17.3,14,45.9,78.8,2,morning,storm,0
863,DRIVER-31,2025-09-08 22:21:49.227059,2025-09-08 22:59:49.227059,40.58331488677023,-73.93308906992729,40.68043656798726,-73.78801951534085,62.5,38,21.0,73.1,0,morning,snow,0
864,DRIVER-42,2025-09-08 13:28:07.834331,2025-09-08 14:23:07.834331,40.597844267170245,-74.17289763171172,40.8120621400348,-74.08901158732428,8.0,55,33.9,83.9,3,evening,rain,1
865,DRIVER-35,2025-09-08 08:05:52.252471,2025-09-08 08:16:52.252471,40.79284464093152,-74.0033139990935,40.67626916685405,-73.94557411198117,67.8,11,33.2,77.9,1,night,snow,0
866,DRIVER-23,2025-09-09 06:20:16.351015,2025-09-09 07:48:16.351015,40.99589285531611,-73.77757245498752,40.883884981217335,-74.12563652864738,19.6,88,35.3,88.6,3,morning,fog,0
867,DRIVER-21,2025-09-09 11:15:13.973416,2025-09-09 12:47:13.973416,40.80850946708815,-74.0874611549452,40.98702628774662,-74.1156579308834,74.7,92,58.5,78.1,2,morning,rain,0
868,DRIVER-21,2025-09-07 01:02:34.949815,2025-09-07 02:06:34.949815,40.62142584843748,-73.80876662325463,40.7581615241094,-73.71527367981767,75.2,64,29.2,67.9,3,evening,fog,0
869,DRIVER-47,2025-09-10 23:47:24.240755,2025-09-11 00:50:24.240755,40.7351504875322,-74.03977193582355,40.51629726364261,-73.8415329493765,66.1,63,49.7,55.6,1,evening,rain,0
870,DRIVER-27,2025-09-07 22:37:11.609279,2025-09-07 23:57:11.609279,40.793438281446086,-73.96733567720382,40.719747176463045,-74.15218735289267,57.6,80,47.0,66.7,2,night,fog,0
871,DRIVER-9,2025-09-11 18:31:35.733077,2025-09-11 19:35:35.733077,40.963362535356936,-73.93739523492336,40.55387647795362,-73.71300087823587,76.3,64,22.4,68.1,0,evening,storm,0
872,DRIVER-49,2025-09-08 08:43:51.105947,2025-09-08 09:55:51.105947,40.83229504437473,-74.19579991616736,40.78330476788825,-74.16987637998211,66.3,72,57.0,70.0,2,evening,snow,0
873,DRIVER-26,2025-09-08 14:12:43.784568,2025-09-08 14:46:43.784568,40.542293639520025,-73.90228340891319,40.75071600938298,-74.15461485647103,59.8,34,47.4,57.4,2,afternoon,snow,0
874,DRIVER-23,2025-09-10 06:55:59.868251,2025-09-10 07:56:59.868251,40.94129200918467,-73.76862698642853,40.59139670043918,-73.79542317874717,74.7,61,22.3,83.3,3,afternoon,clear,0
875,DRIVER-44,2025-09-11 15:10:24.440416,2025-09-11 16:16:24.440416,40.92890302031416,-73.76741944481093,40.955173746470685,-73.90072395022958,24.3,66,26.1,75.3,4,morning,snow,1
876,DRIVER-27,2025-09-10 18:30:06.480118,2025-09-10 19:12:06.480118,40.99582175885487,-73.7165115639527,40.91355897743368,-74.1969685922153,8.9,42,23.2,55.5,0,evening,snow,0
877,DRIVER-31,2025-09-06 12:10:24.999277,2025-09-06 12:53:24.999277,40.81047173726005,-73.74367925148596,40.6149923175426,-74.17020485963384,9.2,43,62.3,67.1,4,evening,fog,1
878,DRIVER-8,2025-09-07 17:33:04.885801,2025-09-07 18:36:04.885801,40.67413559029311,-73.92928537086155,40.6525211391877,-73.77072341947,66.1,63,39.8,54.9,4,evening,storm,1
879,DRIVER-49,2025-09-12 16:33:02.334316,2025-09-12 16:57:02.334316,40.95516846994836,-73.90420570236151,40.65104131356908,-74.05810627693565,83.9,24,59.7,67.2,2,night,fog,0
880,DRIVER-4,2025-09-07 21:37:43.875762,2025-09-07 22:45:43.875762,40.94158452182848,-74.06053907099584,40.51528395521253,-74.04428810793371,34.7,68,56.2,75.7,3,afternoon,snow,1
881,DRIVER-41,2025-09-11 18:38:02.457417,2025-09-11 19:34:02.457417,40.84782549725503,-74.03161860493546,40.96286903586629,-74.17727454452857,34.2,56,67.3,83.3,0,night,snow,1
882,DRIVER-26,2025-09-11 08:36:29.060511,2025-09-11 09:53:29.060511,40.6710443301015,-74.14299912101485,40.79505538277039,-73.95115746654339,16.4,77,35.5,53.4,0,evening,rain,0
883,DRIVER-10,2025-09-09 15:12:43.273568,2025-09-09 16:30:43.273568,40.581825512027926,-73.95656048407233,40.71743350889508,-74.07442496580566,18.5,78,46.4,53.5,3,afternoon,snow,1
884,DRIVER-41,2025-09-11 16:59:48.404882,2025-09-11 17:34:48.404882,40.97493643620463,-74.11796085311272,40.69552907473627,-73.74501427884627,84.8,35,38.9,53.6,1,evening,snow,0
885,DRIVER-4,2025-09-11 19:54:00.287053,2025-09-11 20:07:00.287053,40.59795286269412,-73.97258192667095,40.9813808462318,-73.98103676062073,53.6,13,50.4,79.4,1,night,clear,0
886,DRIVER-28,2025-09-08 15:13:36.981414,2025-09-08 15:52:36.981414,40.56533901747183,-74.1166666141054,40.91087791409652,-74.13885790899499,81.1,39,55.4,79.4,2,afternoon,clear,0
887,DRIVER-2,2025-09-11 09:37:55.443685,2025-09-11 10:15:55.443685,40.79144993020623,-73.93368049769482,40.848280779188286,-73.82942390522265,44.7,38,41.5,61.8,3,afternoon,fog,0
888,DRIVER-17,2025-09-08 06:26:35.788146,2025-09-08 06:40:35.788146,40.68172229623703,-74.00667338803696,40.74717721722861,-73.80931937772156,82.5,14,30.7,72.7,1,morning,fog,0
889,DRIVER-30,2025-09-11 09:14:47.938448,2025-09-11 10:03:47.938448,40.87709722394267,-74.11810537062708,40.95664155738742,-74.16698374203989,31.1,49,30.5,88.3,4,evening,rain,1
890,DRIVER-19,2025-09-07 15:31:52.532688,2025-09-07 16:01:52.532688,40.78208719596008,-73.85061192340805,40.51140939363826,-73.8601272717381,26.2,30,44.4,72.5,0,evening,rain,0
891,DRIVER-47,2025-09-05 20:11:25.912609,2025-09-05 21:01:25.912609,40.52591958465354,-74.09240069024382,40.53774035983603,-74.14148167110952,62.1,50,57.3,66.2,0,night,fog,0
892,DRIVER-23,2025-09-07 03:45:48.299524,2025-09-07 05:21:48.299524,40.59333440125755,-73.84023414848996,40.94358680887184,-74.14785554221031,80.4,96,26.3,85.2,4,evening,storm,1
893,DRIVER-6,2025-09-12 13:16:10.308710,2025-09-12 13:40:10.308710,40.73699007567986,-74.14965487027249,40.7680800643216,-73.76785738804436,69.4,24,45.0,52.4,2,evening,snow,0
894,DRIVER-27,2025-09-06 19:16:23.266506,2025-09-06 20:51:23.266506,40.84897410042237,-74.02849618255402,40.799244652132,-74.01535668307794,21.9,95,63.5,67.4,0,afternoon,rain,0
895,DRIVER-7,2025-09-09 07:46:17.267710,2025-09-09 08:14:17.267710,40.57237476419847,-73.92005306741879,40.89402691923128,-74.07171684740875,46.3,28,23.0,79.4,3,morning,storm,0
896,DRIVER-27,2025-09-08 13:03:13.385818,2025-09-08 14:27:13.385818,40.85469627622089,-74.0724252721715,40.93298051000078,-74.0966306126891,5.6,84,67.6,81.4,0,evening,snow,1
897,DRIVER-6,2025-09-07 03:15:55.419458,2025-09-07 04:10:55.419458,40.51054675436868,-74.1575976258004,40.795510393156725,-73.77832668840206,53.9,55,54.1,55.0,0,afternoon,rain,0
898,DRIVER-2,2025-09-09 08:11:46.194310,2025-09-09 08:47:46.194310,40.918916657845706,-73.8897540228209,40.70692584215871,-73.72388906549317,72.7,36,65.3,66.9,4,evening,fog,1
899,DRIVER-9,2025-09-09 11:01:01.896052,2025-09-09 12:33:01.896052,40.572082041946906,-73.86763699944837,40.97545497086372,-74.01132966389878,49.8,92,29.2,80.0,4,afternoon,snow,1
900,DRIVER-7,2025-09-12 00:00:51.580797,2025-09-12 00:20:51.580797,40.88079825478725,-73.97826361087576,40.6704225676958,-73.96210933854454,61.2,20,65.1,77.2,1,evening,rain,0
901,DRIVER-14,2025-09-06 11:41:12.840087,2025-09-06 12:12:12.840087,40.78036269429814,-74.0610866531168,40.948958741303656,-74.03109983942548,77.4,31,27.4,74.3,3,night,rain,1
902,DRIVER-32,2025-09-06 19:28:12.357173,2025-09-06 20:27:12.357173,40.857816610486125,-73.88573485006974,40.95335153868007,-73.75790498518234,54.9,59,31.0,59.8,3,afternoon,fog,0
903,DRIVER-47,2025-09-12 11:30:27.729195,2025-09-12 11:44:27.729195,40.611678224535154,-73.92497426832436,40.9038058203634,-74.11140443769776,72.8,14,48.4,77.2,2,evening,storm,0
904,DRIVER-23,2025-09-09 04:24:29.383974,2025-09-09 04:41:29.383974,40.77981496282261,-74.0888026587245,40.5874357818255,-74.06229743256496,84.8,17,61.9,70.4,0,morning,clear,0
905,DRIVER-21,2025-09-12 00:15:44.914004,2025-09-12 00:27:44.914004,40.64439710882179,-73.86587356090887,40.81235366541136,-73.72988919393356,54.4,12,57.9,89.4,0,afternoon,storm,0
906,DRIVER-30,2025-09-07 00:47:00.394834,2025-09-07 01:40:00.394834,40.76763539471403,-74.19743733088902,40.90453979943327,-73.88783603842012,18.9,53,46.1,51.9,2,evening,snow,0
907,DRIVER-46,2025-09-12 17:37:09.837740,2025-09-12 18:36:09.837740,40.61786194281533,-74.14052179095798,40.65003392958483,-73.92854334667612,35.8,59,54.4,77.6,0,evening,snow,0
908,DRIVER-45,2025-09-10 03:12:41.160242,2025-09-10 04:13:41.160242,40.57091294149095,-74.03405573097042,40.657715482953606,-73.80158339390375,29.7,61,50.7,52.1,3,night,snow,1
909,DRIVER-41,2025-09-08 05:35:54.952075,2025-09-08 06:27:54.952075,40.82383380187803,-73.7685862522278,40.54864347064728,-74.13952504180595,44.6,52,52.0,69.4,4,morning,storm,1
910,DRIVER-41,2025-09-10 13:30:28.715300,2025-09-10 14:19:28.715300,40.65198093154979,-73.95597580845819,40.65051087980221,-74.02399594024244,51.2,49,69.9,76.2,4,evening,snow,1
911,DRIVER-32,2025-09-07 01:08:24.504510,2025-09-07 02:20:24.504510,40.82264573511593,-74.0221159507146,40.59806099351529,-73.70636153260348,27.2,72,26.0,50.8,4,night,rain,1
912,DRIVER-8,2025-09-09 02:34:23.713808,2025-09-09 03:42:23.713808,40.79247025079633,-73.78961999370415,40.70764640990446,-73.74897299017016,58.0,68,59.8,87.1,3,evening,rain,1
913,DRIVER-23,2025-09-07 10:46:16.281717,2025-09-07 11:12:16.281717,40.644660099668215,-73.94226976740563,40.87307882029791,-73.92046604579905,39.6,26,66.5,77.5,1,morning,fog,0
914,DRIVER-43,2025-09-09 03:41:08.647683,2025-09-09 04:26:08.647683,40.67114448597119,-74.01208056139195,40.63847822464027,-73.79902815712818,74.7,45,38.7,75.7,2,afternoon,snow,0
915,DRIVER-1,2025-09-11 15:20:25.703573,2025-09-11 15:58:25.703573,40.88359752951828,-74.09813650481897,40.63969339456602,-73.87827689794435,39.0,38,43.7,70.6,3,night,rain,1
916,DRIVER-25,2025-09-10 11:23:59.872914,2025-09-10 11:56:59.872914,40.81800467775911,-73.84768737485342,40.81712593642726,-74.097987382344,7.9,33,23.8,83.5,1,morning,storm,0
917,DRIVER-35,2025-09-11 15:12:37.756309,2025-09-11 16:06:37.756309,40.82710231973642,-74.0183454644959,40.8235425208364,-73.74630417865444,48.6,54,32.1,63.2,3,evening,rain,1
918,DRIVER-25,2025-09-09 15:44:24.015116,2025-09-09 17:08:24.015116,40.947596262938575,-74.09556844712286,40.700447812765816,-73.93705333391344,31.9,84,49.3,82.1,4,morning,snow,1
919,DRIVER-13,2025-09-10 16:27:37.640349,2025-09-10 17:46:37.640349,40.70171614509064,-73.7318543260147,40.69857517890702,-73.75834319154035,20.9,79,64.3,77.7,3,night,storm,0
920,DRIVER-26,2025-09-11 19:26:05.065928,2025-09-11 19:57:05.065928,40.51063141962511,-73.85136836183732,40.69831326156007,-73.9960291861464,35.5,31,65.4,67.1,0,afternoon,fog,0
921,DRIVER-8,2025-09-11 22:36:49.413147,2025-09-11 23:41:49.413147,40.88110992089112,-74.11488914053275,40.75998875071425,-73.93937194100326,33.4,65,33.6,57.4,3,night,snow,1
922,DRIVER-8,2025-09-08 16:27:22.767257,2025-09-08 17:20:22.767257,40.95698595996341,-73.80457262897198,40.62340168974056,-74.19639974991671,73.4,53,43.4,61.3,0,morning,clear,0
923,DRIVER-6,2025-09-08 01:40:40.540762,2025-09-08 02:18:40.540762,40.95614220997573,-74.17395250236659,40.60490194718725,-74.16720754372434,35.9,38,52.3,76.3,4,morning,rain,1
924,DRIVER-18,2025-09-06 09:43:55.349338,2025-09-06 10:25:55.349338,40.91689560286432,-74.05659305488699,40.55519097822157,-73.75775988398281,23.6,42,35.7,79.6,2,evening,clear,0
925,DRIVER-20,2025-09-09 15:04:50.793811,2025-09-09 15:57:50.793811,40.84731315868347,-73.88649300049164,40.91014959744789,-73.9554287038997,9.0,53,63.4,51.7,3,morning,rain,1
926,DRIVER-15,2025-09-07 15:58:20.537949,2025-09-07 16:58:20.537949,40.99840612019159,-73.92432336669782,40.87671987231782,-74.08154294391507,80.5,60,33.5,89.8,2,evening,clear,0
927,DRIVER-26,2025-09-10 02:39:49.589799,2025-09-10 04:09:49.589799,40.880057642884665,-73.94170877795489,40.97203122349048,-74.06366647945383,43.1,90,61.7,64.1,4,evening,fog,1
928,DRIVER-37,2025-09-09 23:25:18.539103,2025-09-10 00:03:18.539103,40.54346301446142,-74.11194294111269,40.55713740050083,-74.00447302635413,31.0,38,50.3,88.4,2,evening,clear,0
929,DRIVER-37,2025-09-12 05:25:58.383718,2025-09-12 06:10:58.383718,40.95232586375934,-73.83412754965786,40.75436905333712,-73.84626793375868,26.9,45,40.3,56.6,2,morning,fog,0
930,DRIVER-4,2025-09-06 12:41:11.118113,2025-09-06 14:02:11.118113,40.56983135763378,-74.07054734774918,40.80517652486802,-73.92908131594784,36.3,81,60.0,57.4,1,night,snow,0
931,DRIVER-23,2025-09-10 03:45:48.186921,2025-09-10 04:43:48.186921,40.60393997016083,-73.95886068818376,40.5581046179642,-74.09872807757728,65.6,58,37.1,70.8,4,evening,clear,1
932,DRIVER-23,2025-09-11 11:59:13.873680,2025-09-11 12:32:13.873680,40.86807974438962,-74.121946526639,40.686022193323225,-74.12527418445964,80.2,33,62.9,67.2,3,morning,fog,0
933,DRIVER-46,2025-09-10 19:53:32.062660,2025-09-10 21:26:32.062660,40.59627352058303,-73.94746298791736,40.65023750162264,-74.05502203977127,45.0,93,68.3,59.4,4,morning,snow,1
934,DRIVER-22,2025-09-10 23:56:51.731906,2025-09-11 00:46:51.731906,40.95807738860204,-74.04940934443225,40.93909467539714,-74.09463528967973,79.9,50,37.3,61.7,3,morning,rain,1
935,DRIVER-34,2025-09-10 10:30:25.882559,2025-09-10 11:25:25.882559,40.64169115939043,-73.78194224525616,40.62263158647397,-74.06948032410784,68.8,55,57.9,85.5,4,morning,fog,1
936,DRIVER-36,2025-09-10 05:41:01.874837,2025-09-10 06:47:01.874837,40.70366634843593,-73.76166955629238,40.98367373989471,-74.07896173033869,51.4,66,65.0,57.3,3,evening,snow,1
937,DRIVER-27,2025-09-06 01:59:37.760398,2025-09-06 03:08:37.760398,40.53565730803926,-74.05108849002572,40.63693960831216,-74.17745835328168,26.4,69,38.5,84.7,4,evening,storm,1
938,DRIVER-3,2025-09-09 09:18:28.550564,2025-09-09 10:08:28.550564,40.67922483185412,-73.9578531944812,40.96498453772516,-74.06956834598526,39.7,50,63.4,85.4,0,morning,fog,0
939,DRIVER-16,2025-09-12 00:15:27.861378,2025-09-12 00:52:27.861378,40.950745748803264,-74.12951938080859,40.92227147112863,-73.80127229612401,49.7,37,55.6,61.0,1,evening,storm,0
940,DRIVER-46,2025-09-05 23:19:36.646082,2025-09-05 23:33:36.646082,40.68219541996669,-74.12256090616104,40.569006333815295,-73.88290082106984,66.4,14,50.3,56.1,3,evening,fog,0
941,DRIVER-41,2025-09-09 06:40:09.055803,2025-09-09 07:38:09.055803,40.81308982750704,-73.71996233293788,40.51202432653111,-74.05160752387725,75.5,58,35.5,81.2,3,night,rain,1
942,DRIVER-30,2025-09-06 22:32:46.948174,2025-09-06 23:54:46.948174,40.80618096565516,-73.99089281285003,40.84071201823112,-74.13516626026596,80.8,82,33.2,51.2,0,night,storm,0
943,DRIVER-11,2025-09-11 10:55:56.019167,2025-09-11 12:14:56.019167,40.75058374567685,-73.79633477249828,40.58969993484324,-73.76652857939634,50.9,79,59.1,81.4,3,night,fog,0
944,DRIVER-44,2025-09-11 21:57:09.633220,2025-09-11 23:19:09.633220,40.6254763890301,-73.95388069760298,40.55978322525808,-73.96914254301299,77.1,82,32.2,63.5,4,morning,snow,1
945,DRIVER-29,2025-09-08 12:39:28.619665,2025-09-08 13:18:28.619665,40.75934304441398,-73.75915414854168,40.72959882633274,-73.76403111682178,27.5,39,38.7,71.4,0,evening,rain,0
946,DRIVER-34,2025-09-07 18:33:38.471875,2025-09-07 19:18:38.471875,40.5899275841897,-73.86872924466611,40.75599699155424,-74.1188410365351,48.3,45,22.9,82.3,0,evening,clear,0
947,DRIVER-35,2025-09-08 02:21:30.916024,2025-09-08 02:45:30.916024,40.98444646288004,-73.74941288824533,40.63268053750598,-73.83066873580313,47.9,24,35.1,83.5,1,morning,rain,0
948,DRIVER-44,2025-09-12 08:41:58.742148,2025-09-12 09:45:58.742148,40.572063728644125,-74.03772759570774,40.61013481538015,-73.97299462459569,79.0,64,60.7,64.7,2,evening,fog,0
949,DRIVER-6,2025-09-09 10:24:55.555085,2025-09-09 11:10:55.555085,40.915131162272935,-74.03535810638357,40.75149248968468,-73.95374263969876,61.0,46,53.5,62.6,3,evening,storm,0
950,DRIVER-11,2025-09-06 06:50:49.240689,2025-09-06 07:34:49.240689,40.8041068097467,-73.931585256958,40.71043871101128,-74.13320067424823,13.2,44,26.5,82.9,0,evening,rain,0
951,DRIVER-32,2025-09-09 08:15:58.554062,2025-09-09 09:35:58.554062,40.88860706681805,-73.91562229459988,40.80081719704279,-74.18476066479622,72.6,80,54.9,86.3,0,morning,fog,0
952,DRIVER-21,2025-09-11 19:52:41.540537,2025-09-11 20:37:41.540537,40.98370282245777,-74.04547496456705,40.71281941141823,-74.11682054545524,39.3,45,35.3,78.3,4,morning,storm,1
953,DRIVER-28,2025-09-06 19:01:01.210382,2025-09-06 19:18:01.210382,40.59802089002382,-73.8905555349544,40.772299064084415,-74.12250733147883,10.3,17,23.2,81.2,1,morning,storm,0
954,DRIVER-46,2025-09-09 17:21:19.377325,2025-09-09 18:40:19.377325,40.51707372210464,-73.82610073373684,40.962484057504085,-74.09028487297488,33.8,79,22.0,65.7,3,afternoon,snow,1
955,DRIVER-50,2025-09-07 11:23:25.398053,2025-09-07 12:04:25.398053,40.53222352862014,-74.17643121308355,40.53878629197906,-74.15130481536059,69.6,41,39.6,87.0,2,evening,rain,0
956,DRIVER-5,2025-09-08 14:14:37.937543,2025-09-08 14:51:37.937543,40.63808231645618,-74.12078539973304,40.555138957973455,-73.81583884960786,50.2,37,52.2,70.1,4,night,rain,1
957,DRIVER-15,2025-09-06 09:36:38.302606,2025-09-06 11:06:38.302606,40.752041510403295,-73.78531784056693,40.69876355519469,-73.7646600334309,48.2,90,43.1,68.5,1,night,rain,0
958,DRIVER-32,2025-09-06 11:03:16.990871,2025-09-06 11:16:16.990871,40.65860199381467,-74.11845377902614,40.65053150659382,-73.95543741904397,84.9,13,59.5,75.5,2,evening,fog,0
959,DRIVER-8,2025-09-07 07:45:58.707338,2025-09-07 08:31:58.707338,40.98135380969315,-73.7054481890903,40.56629834923176,-73.96546836982883,47.2,46,40.2,77.0,0,night,fog,0
960,DRIVER-12,2025-09-11 11:55:48.114094,2025-09-11 13:20:48.114094,40.755786121251134,-74.0504524886858,40.8137985790571,-73.98411010447003,75.3,85,25.8,90.0,2,night,snow,0
961,DRIVER-16,2025-09-10 02:00:40.570151,2025-09-10 03:19:40.570151,40.53749246529222,-73.74523354855484,40.86492686528127,-73.90083404711261,52.0,79,61.9,79.8,1,morning,storm,0
962,DRIVER-38,2025-09-06 04:00:20.040299,2025-09-06 05:06:20.040299,40.60133590086574,-74.02768503924555,40.88500048846296,-74.10838315100638,13.4,66,41.3,74.8,4,morning,storm,1
963,DRIVER-46,2025-09-11 06:58:16.451936,2025-09-11 08:32:16.451936,40.75370787899973,-73.73607428078006,40.756091278077,-74.00664520731232,6.8,94,23.0,63.5,3,evening,fog,0
964,DRIVER-48,2025-09-11 16:42:47.440665,2025-09-11 17:20:47.440665,40.81340813201224,-73.70495730674966,40.62028363180215,-74.0209188297608,73.1,38,33.1,75.3,0,night,clear,0
965,DRIVER-40,2025-09-06 19:12:47.045481,2025-09-06 20:14:47.045481,40.53996449979653,-73.73942234120588,40.8107794563304,-73.9516612888498,8.8,62,36.4,89.9,0,afternoon,fog,0
966,DRIVER-16,2025-09-06 08:55:21.994152,2025-09-06 10:17:21.994152,40.61017114376729,-74.1818149237133,40.79255551092001,-73.96300341088886,20.1,82,43.7,86.8,3,afternoon,fog,0
967,DRIVER-39,2025-09-09 08:40:01.220023,2025-09-09 10:09:01.220023,40.679527458858416,-74.12190559910287,40.57669511477826,-74.16282663114717,68.3,89,52.4,75.6,3,night,fog,0
968,DRIVER-26,2025-09-10 09:00:43.544739,2025-09-10 10:22:43.544739,40.6685464714963,-73.8713524824342,40.982040817594175,-73.99075294431135,21.7,82,37.3,59.9,3,evening,storm,0
969,DRIVER-49,2025-09-09 12:56:30.778763,2025-09-09 13:17:30.778763,40.63986190645112,-73.88660706925883,40.90572184077097,-74.13159699139976,83.2,21,51.8,71.8,4,afternoon,fog,1
970,DRIVER-44,2025-09-09 10:17:39.435680,2025-09-09 11:08:39.435680,40.930412395652745,-74.13025122368654,40.57218279267788,-73.8666485995185,43.2,51,54.0,59.9,4,night,snow,1
971,DRIVER-31,2025-09-10 08:01:24.962971,2025-09-10 08:31:24.962971,40.88981363495427,-73.79155205340847,40.901629888478574,-74.01728498037284,19.7,30,45.6,86.3,4,evening,storm,1
972,DRIVER-33,2025-09-11 04:22:53.451380,2025-09-11 05:18:53.451380,40.6991324191774,-73.88211350638746,40.9524727509892,-73.94661243835544,25.9,56,63.6,82.9,4,afternoon,fog,1
973,DRIVER-41,2025-09-06 11:46:40.825117,2025-09-06 13:17:40.825117,40.69621074064792,-73.7792323376949,40.90351338497766,-73.76498990063551,69.0,91,68.7,57.6,4,afternoon,fog,1
974,DRIVER-20,2025-09-10 07:39:38.520016,2025-09-10 08:50:38.520016,40.53125442283985,-73.8118717000618,40.91046249410188,-73.88886721042114,30.5,71,63.3,77.8,1,afternoon,clear,0
975,DRIVER-47,2025-09-11 09:02:35.542736,2025-09-11 10:08:35.542736,40.76996855084364,-74.06585399876931,40.88151366390635,-73.77879030861602,30.0,66,67.3,70.0,0,night,clear,0
976,DRIVER-24,2025-09-09 01:44:32.692538,2025-09-09 03:07:32.692538,40.62413544741389,-73.96482765577912,40.9651327824163,-73.92618816771585,66.2,83,27.8,77.1,0,morning,snow,0
977,DRIVER-46,2025-09-11 04:37:22.907315,2025-09-11 04:57:22.907315,40.66604619442984,-73.86806338069042,40.92505315743495,-73.86024808684253,66.2,20,67.1,53.6,0,night,fog,0
978,DRIVER-12,2025-09-08 05:34:59.345722,2025-09-08 05:57:59.345722,40.80238553063254,-73.90940362135588,40.639712716730514,-73.85713236169589,18.9,23,46.1,71.2,1,night,clear,0
979,DRIVER-25,2025-09-09 20:55:11.219759,2025-09-09 22:20:11.219759,40.95659674378441,-73.86109485993086,40.8209897164688,-74.0942297735912,33.4,85,31.2,62.9,4,morning,fog,1
980,DRIVER-4,2025-09-10 06:03:45.338759,2025-09-10 06:49:45.338759,40.98654572516436,-73.95361530473667,40.6842458385579,-73.85547447819266,57.2,46,32.4,88.8,1,night,snow,0
981,DRIVER-46,2025-09-10 12:00:42.757081,2025-09-10 13:30:42.757081,40.82828927440989,-73.97292701371731,40.76453127084979,-74.18076535533032,40.8,90,58.7,53.2,1,afternoon,fog,0
982,DRIVER-48,2025-09-09 04:26:19.732270,2025-09-09 04:45:19.732270,40.81489900426338,-74.13986858063431,40.69881555236853,-74.0221617225861,46.0,19,38.1,79.6,0,night,snow,0
983,DRIVER-34,2025-09-10 07:41:44.822563,2025-09-10 08:02:44.822563,40.81235317347404,-73.88217394144495,40.7844653066596,-74.0582482055022,56.9,21,38.0,57.4,3,afternoon,fog,0
984,DRIVER-4,2025-09-07 20:54:15.926082,2025-09-07 22:00:15.926082,40.5056573522299,-73.79827383518169,40.8385511157122,-74.02373689714487,21.7,66,69.8,69.2,3,night,clear,0
985,DRIVER-20,2025-09-07 00:30:21.096613,2025-09-07 01:50:21.096613,40.579158687021575,-73.75506045163304,40.94628276186031,-74.07893551828417,41.2,80,65.2,53.0,1,morning,rain,0
986,DRIVER-49,2025-09-10 17:09:49.472637,2025-09-10 18:07:49.472637,40.51386467300542,-74.02766229639644,40.64014637869021,-73.71109468495942,46.4,58,62.3,70.8,3,evening,fog,0
987,DRIVER-12,2025-09-08 16:49:34.747933,2025-09-08 18:27:34.747933,40.79077005448188,-73.99870624279644,40.97973729963801,-73.92648198168732,56.6,98,22.4,86.1,1,evening,fog,0
988,DRIVER-25,2025-09-12 18:48:33.105819,2025-09-12 20:16:33.105819,40.933610233607055,-73.87026569481212,40.9512956676186,-74.03875696849097,50.8,88,30.7,55.7,1,night,rain,0
989,DRIVER-11,2025-09-09 04:32:34.922674,2025-09-09 06:04:34.922674,40.555541046830704,-73.91414417893972,40.64994742955216,-73.94129069786236,58.6,92,38.0,70.6,0,afternoon,fog,0
990,DRIVER-12,2025-09-12 18:27:59.731259,2025-09-12 18:59:59.731259,40.85856575587786,-73.8132291018166,40.58635360231834,-73.85613900332153,13.2,32,27.2,75.4,2,evening,fog,0
991,DRIVER-1,2025-09-09 02:55:04.527987,2025-09-09 04:18:04.527987,40.83519713306937,-74.10197939994441,40.78832207859544,-73.76615979664204,5.4,83,34.6,55.8,4,evening,fog,1
992,DRIVER-33,2025-09-08 05:52:52.410891,2025-09-08 06:19:52.410891,40.82200917553215,-73.76449171379474,40.7228988014196,-74.19041655088367,30.9,27,63.1,75.4,0,night,fog,0
993,DRIVER-33,2025-09-10 07:56:30.573427,2025-09-10 09:19:30.573427,40.55939634749152,-74.1806798209659,40.503979621010025,-73.80619208823556,68.2,83,21.2,75.0,4,evening,rain,1
994,DRIVER-49,2025-09-06 09:17:36.757128,2025-09-06 10:21:36.757128,40.581315281281015,-73.71539054292667,40.873577923514205,-73.77704276407435,63.4,64,42.8,62.7,4,morning,storm,1
995,DRIVER-24,2025-09-07 03:50:05.842510,2025-09-07 04:59:05.842510,40.83641645595221,-73.76738358942177,40.64768148336247,-73.89527364983002,7.3,69,34.5,78.1,0,evening,clear,0
996,DRIVER-5,2025-09-12 07:32:13.684206,2025-09-12 07:49:13.684206,40.83590126343627,-74.05563843272407,40.67031276489061,-74.14464714039187,13.1,17,36.9,81.8,3,night,clear,0
